category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
receipts_minus_disbursements,-76.6,-18.9,24.9,-95.9,-91.9,-54.0,20.5,257.4,-422.3,381.1,-17.3,-21.9
opening_balance,966.4,889.8,870.8,895.8,799.9,707.9,653.9,674.4,931.7,509.4,890.6,873.2
tran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
closing_balance,889.8,870.8,895.8,799.9,707.9,653.9,674.4,931.7,509.4,890.6,873.2,851.4
