category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
receipts_minus_disbursements,-12.4,-55.3,57.2,-47.4,-47.6,-24.2,50.8,218.3,-71.3,16.1,19.1,-87.1
opening_balance,280.7,268.3,213.0,270.2,222.7,175.1,278.0,328.7,547.0,475.7,491.8,383.9
tran,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,-127.0,0.0
closing_balance,268.3,213.0,270.2,222.7,175.1,278.0,328.7,547.0,475.7,491.8,383.9,296.8
