category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
receipts_minus_disbursements,-105.1,58.9,-28.5,-64.6,1.6,-44.4,95.6,269.3,-291.1,222.6,73.2,-100.7
opening_balance,447.2,342.1,401.0,372.5,482.9,484.4,440.0,535.6,804.9,513.8,736.4,634.6
tran,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,-175.0,0.0
closing_balance,342.1,401.0,372.5,482.9,484.4,440.0,535.6,804.9,513.8,736.4,634.6,533.9
