category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
receipts_minus_disbursements,-127.6,157.0,50.9,-76.5,4.5,-44.6,75.9,298.7,-302.7,87.4,94.1,-45.4
opening_balance,108.9,-18.7,138.3,189.2,112.7,117.2,245.7,321.5,620.2,317.5,405.0,326.1
tran,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,-173.0,0.0
closing_balance,-18.7,138.3,189.2,112.7,117.2,245.7,321.5,620.2,317.5,405.0,326.1,280.7
