category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
receipts_minus_disbursements,-19.5,-36.6,55.1,-108.8,-78.8,-65.5,43.8,136.5,-226.0,58.8,143.0,-38.2
opening_balance,434.3,414.8,378.2,433.3,324.4,245.6,280.1,323.9,460.3,234.3,293.1,336.1
tran,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-100.0,0.0
closing_balance,414.8,378.2,433.3,324.4,245.6,280.1,323.9,460.3,234.3,293.1,336.1,297.9
