category,jul,aug,sep,oct,nov,dec,jan,feb,mar,apr,may,jun
receipts_minus_disbursements,-12.4,-55.3,57.2,-47.4,-47.6,-24.2,50.8,250.9,-331.1,69.8,105.2,-41.6
opening_balance,280.7,268.3,213.0,270.2,222.7,175.1,278.0,328.7,579.7,248.6,318.4,296.5
tran,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,-127.0,0.0
closing_balance,268.3,213.0,270.2,222.7,175.1,278.0,328.7,579.7,248.6,318.4,296.5,254.9
